"RADICADO,""FECHA 1"",""HORA"",""DÍA DE LA SEMANA"",""CLASE"",""DIRECCIÓN"",""GRAVEDAD"",""BARRIO"",""DISEÑO"""
"8.431,""2011-03-20"",""8:50:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X CALLE 126 A SUR"",""HERIDOS"",""LAS MARGARITAS"",""TRAMO DE VIA"""
"8.432,""2011-03-20"",""3:40:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X KILOLMETRO 92 LA TOLBA  VIA AMAGA"",""HERIDOS"",""LA TOLVA"",""TRAMO DE VIA"""
"8.433,""2011-03-22"",""1:10:00"",""MARTES"",""CHOQUE"",""CARRERA 45 X KILOMETRO 61 MONTE AZUL"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.434,""2011-03-22"",""4:00:00"",""MARTES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 91"",""DAÑOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"8.435,""2011-03-18"",""2:30:00"",""VIERNES"",""CHOQUE"",""CARRERA 45 X KILOMETRO 56 ESTADERO LAS VEGAS"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.436,""2011-03-27"",""5:30:00"",""DOMINGO"",""VOLCAMIENTO"",""CARRERA 45 X KILOMETRO 56"",""HERIDOS"",""LA VARIANTE"",""INTERSECCION"""
"8.437,""2011-03-24"",""7:10:00"",""JUEVES"",""CHOQUE"",""CALLE 128 X CARRERA 50 LA TRIGALIA"",""DAÑOS"",""CENTRO"",""INTERSECCION"""
"8.438,""2011-03-25"",""10:45:00"",""VIERNES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 45 MEDELLIN ALTO DE MINAS"",""DAÑOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.439,""2011-03-25"",""9:40:00"",""VIERNES"",""CHOQUE"",""CALLE 128 X CARRERA 46"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"8.440,""2011-03-25"",""2:45:00"",""VIERNES"",""ATROPELLO"",""CARRERA 45 X CALLE 127 SUR"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.441,""2011-03-27"",""12:15:00"",""DOMINGO"",""CHOQUE"",""CARRERA 45 X CALLE 128"",""HERIDOS"",""LA VARIANTE"",""INTERSECCION"""
"8.442,""2011-03-28"",""10:10:00"",""LUNES"",""CHOQUE"",""CARRERA 50 X CALLE 109"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.443,""2011-03-29"",""6:55:00"",""MARTES"",""ATROPELLO"",""CARRERA 50 X CALLE 107 SUR"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.444,""2011-03-17"",""2:00:00"",""JUEVES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 52  LOS LAGOS"",""DAÑOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.445,""2011-03-30"",""5:35:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 45 X KILOMETRO 55 VIA MEDELLIN LA PÌNTADA"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.446,""2011-03-30"",""7:30:00"",""MIERCOLES"",""CHOQUE"",""CALLA 46 X CARRERA 44A BARRIO ANDALUCIA"",""HERIDOS"",""ANDA LUCIA"",""TRAMO DE VIA"""
"8.447,""2011-03-31"",""10:00:00"",""JUEVES"",""ATROPELLO"",""CARRERA 48 X CALLE 134 SUR"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"8.448,""2011-03-30"",""9:00:00"",""MIERCOLES"",""ATROPELLO"",""CARRERA 50 X CALLE 117 SUR"",""HERIDOS"",""LA INMACULADA"",""TRAMO DE VIA"""
"8.449,""2011-04-02"",""7:20:00"",""SABADO"",""CHOQUE"",""CARRERA 50 X CALLE 136 SUR HOSPITAL"",""HERIDOS"",""HOSPITAL"",""TRAMO DE VIA"""
"8.450,""2011-04-02"",""4:00:00"",""SABADO"",""ATROPELLO"",""CARRERA 50 X CALLE 146"",""HERIDOS"",""TRICENTENARIO"",""TRAMO DE VIA"""
"8.451,""2011-04-03"",""4:30:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X KILOMETRO 47 VIA MEDELLIN AL DE MINAS"",""DAÑOS"",""EL SESENTA"",""TRAMO DE VIA"""
"8.452,""2011-04-04"",""5:00:00"",""LUNES"",""CHOQUE"",""CARRERA  50 X CALLE 107 SUR LA RAYA"",""DAÑOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.453,""2011-04-01"",""7:30:00"",""VIERNES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 95 VIA MEDELLIN AMAGA"",""DAÑOS"",""PRIMAVERA"",""LOTE O PREDIO"""
"8.454,""2011-04-05"",""5:30:00"",""MARTES"",""CAIDA OCUPANTE"",""CARRERA 50 X CALLE 131 CONSUMO"",""HERIDOS"",""CONSUMO"",""TRAMO DE VIA"""
"8.455,""2011-04-05"",""6:40:00"",""MARTES"",""ATROPELLO"",""CARRERA 50 X CALLES 128 Y 129 SUR CONFIAR"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"8.456,""2011-04-05"",""11:40:00"",""MARTES"",""CHOQUE"",""CARRERA 45 X CALLE 134 SUR LA CORRALA"",""HERIDOS"",""LA VARIANTE"",""INTERSECCION"""
"8.457,""2011-04-06"",""1:30:00"",""MIERCOLES"",""ATROPELLO"",""CARRERA 50 X CALLE 125 SUR 28"",""HERIDOS"",""LAS MARGARITAS"",""TRAMO DE VIA"""
"8.458,""2011-04-07"",""1:55:00"",""JUEVES"",""ATROPELLO"",""CARRERA 50 X CALLE 133 SUR"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"8.459,""2011-04-08"",""12:30:00"",""VIERNES"",""CHOQUE"",""CALLE 125 X CARRERA 50"",""DAÑOS"",""LAS MARGARITAS"",""TRAMO DE VIA"""
"8.460,""2011-04-08"",""5:30:00"",""VIERNES"",""ATROPELLO"",""CARRERA 50 X CALLE 131 SUR"",""HERIDOS"",""CONSUMO"",""TRAMO DE VIA"""
"8.461,""2011-04-09"",""3:30:00"",""SABADO"",""CHOQUE"",""CARRERA 50 X CALLE 117 LA RAYA"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.462,""2011-04-10"",""1:15:00"",""DOMINGO"",""CHOQUE"",""CALLE 128 X CARRERA 45 VEREDA LA MIEL"",""HERIDOS"",""LA MIEL"",""TRAMO DE VIA"""
"8.463,""2011-04-10"",""3:20:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X KILOMETRO 52 LOS LAGOS"",""HERIDOS"",""EL SESENTA"",""TRAMO DE VIA"""
"8.464,""2011-04-11"",""1:00:00"",""LUNES"",""ATROPELLO"",""CARRERA 50 X CALLE 141 SUR"",""HERIDOS"",""LOS CEREZOZ"",""TRAMO DE VIA"""
"8.465,""2011-04-11"",""1:30:00"",""LUNES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 52 EL SENA"",""HERIDOS"",""EL SESENTA"",""TRAMO DE VIA"""
"8.466,""2011-04-11"",""9:25:00"",""LUNES"",""CHOQUE"",""CARRERA 50 X CALLE 136"",""HERIDOS"",""HOSPITAL"",""INTERSECCION"""
"8.467,""2011-04-13"",""6:10:00"",""MIERCOLES"",""CHOQUE"",""CALLE 128 SUR X CARRERA 56 BARRIO LA PLANTA"",""HERIDOS"",""PARQUE LA LOCERIA"",""TRAMO DE VIA"""
"8.468,""2011-04-15"",""8:00:00"",""VIERNES"",""CAIDA OCUPANTE"",""CARRERA 50 X CALLE 136"",""HERIDOS"",""HOSPITAL"",""TRAMO DE VIA"""
"8.469,""2011-04-16"",""2:00:00"",""SABADO"",""ATROPELLO"",""CARRERA 50 X CALLE 135"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"8.470,""2011-04-16"",""9:10:00"",""SABADO"",""ATROPELLO"",""CARRERA 50 X CALLE 143 LOS CAREZOS"",""HERIDOS"",""LOS CEREZOZ"",""TRAMO DE VIA"""
"8.471,""2011-04-18"",""1:15:00"",""LUNES"",""ATROPELLO"",""CALLE 128 SUR X CARRERA 50 LA TRIGALIA"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"8.472,""2011-04-20"",""1:30:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 45 X CALLE 128 SUR LA VARIANTE"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.473,""2011-04-14"",""6:30:00"",""JUEVES"",""CHOQUE"",""CARRERA 50 X  KILOMETRO 52 EL REMANSO VIA ALTO DE MINAS"",""DAÑOS"",""EL SESENTA"",""LOTE O PREDIO"""
"8.474,""2011-04-21"",""5:30:00"",""JUEVES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 88 VIA AMAGA MEDELLIN"",""HERIDOS"",""LA MANÍ"",""TRAMO DE VIA"""
"8.475,""2011-04-21"",""6:50:00"",""JUEVES"",""CHOQUE"",""CARRERA 45 X KILOMETRO 59 ESTADERO JUANCHERITO"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.476,""2011-04-18"",""1:30:00"",""LUNES"",""CHOQUE"",""CARRERA 50 X CALLE 128 LA TRIGALIA"",""DAÑOS"",""CENTRO"",""INTERSECCION"""
"8.477,""2011-04-21"",""10:50:00"",""JUEVES"",""CHOQUE"",""CARRERA 50 X CALLE 117"",""DAÑOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.478,""2011-04-21"",""7:30:00"",""JUEVES"",""CHOQUE"",""CARRERA 50 X CALLE 142"",""DAÑOS"",""LOS CEREZOZ"",""INTERSECCION"""
"8.479,""2011-04-21"",""2:20:00"",""JUEVES"",""CHOQUE"",""CARRERA 50 X CALLE 141 SUR 68"",""HERIDOS"",""LOS CEREZOZ"",""TRAMO DE VIA"""
"8.480,""2011-04-15"",""3:30:00"",""VIERNES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 52 LOS LAGOS"",""HERIDOS"",""EL SESENTA"",""TRAMO DE VIA"""
"8.481,""2011-04-19"",""4:00:00"",""MARTES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 45 VIA ALTO DE MINAS"",""DAÑOS"",""EL SESENTA"",""TRAMO DE VIA"""
"8.482,""2011-04-19"",""9:00:00"",""MARTES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 42 + 800 MTS VIA PINTADA MEDELLIN"",""DAÑOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.483,""2011-04-20"",""1:30:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 50 X KILOMRTRO 95 LA TOLBA VIA PRIMAVERA"",""DAÑOS"",""LA TOLVA"",""TRAMO DE VIA"""
"8.484,""2011-04-21"",""10:30:00"",""JUEVES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 95 LA TOLBA VIA PRIMAVERA"",""HERIDOS"",""LA TOLVA"",""TRAMO DE VIA"""
"8.485,""2011-04-23"",""4:50:00"",""SABADO"",""CHOQUE"",""CARRERA 50 X KILOMETRO 95 LA TOLBA VIA PRIMEVERA"",""HERIDOS"",""LA TOLVA"",""TRAMO DE VIA"""
"8.486,""2011-04-24"",""5:30:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X KILOMETRO 54 VIA PINTADA CALDAS"",""HERIDOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"8.487,""2011-04-24"",""1:40:00"",""DOMINGO"",""ATROPELLO"",""CALLE 127 SUR X CARRERA 42-23 VERERDA LA MIEL"",""HERIDOS"",""LA MIEL"",""TRAMO DE VIA"""
"8.488,""2011-04-26"",""12:30:00"",""MARTES"",""OTRO"",""carrera 50 x calle 140 sur"",""HERIDOS"",""LOS CEREZOZ"",""TRAMO DE VIA"""
"8.489,""2011-04-25"",""11:30:00"",""LUNES"",""CHOQUE"",""CARRERA 50 X CALLE 133 SUR ESQUINA PITUFOS"",""DAÑOS"",""CENTRO"",""INTERSECCION"""
"8.490,""2011-04-25"",""10:00:00"",""LUNES"",""CHOQUE"",""CARRERA 4 X CALLE 127 SUR BARRIO ANDALUICIA"",""DAÑOS"",""ANDA LUCIA"",""INTERSECCION"""
"8.491,""2011-04-27"",""2:25:00"",""MIERCOLES"",""CHOQUE"",""carrera 50 x kilometro 44 via medellin lampintada"",""DAÑOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.492,""2011-04-24"",""2:10:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X KILOMETRO 87 VIA CALDAS SALINAS AMAGA"",""DAÑOS"",""SALINAS"",""TRAMO DE VIA"""
"8.493,""2011-04-25"",""6:20:00"",""LUNES"",""CHOQUE"",""CALLE 128 SUR X CARRERA 40 BARRIO ANDALUCIA"",""DAÑOS"",""ANDA LUCIA"",""TRAMO DE VIA"""
"8.494,""2011-04-26"",""2:30:00"",""MARTES"",""CHOQUE"",""CARRERA 50 X CALLE 140 SUR"",""DAÑOS"",""LOS CEREZOZ"",""TRAMO DE VIA"""
"8.495,""2011-04-26"",""9:00:00"",""MARTES"",""CAIDA OCUPANTE"",""CARRERA 50 X CALLE 134 SUR ESQUINA FLORISTERIA"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"8.496,""2011-04-27"",""7:00:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 50 X KILOMETROP 52 ESTADERO EL REMANSO"",""HERIDOS"",""EL SESENTA"",""TRAMO DE VIA"""
"8.497,""2011-04-27"",""11:10:00"",""MIERCOLES"",""OTRO"",""CARRERA 50 X CALLE 122 SUR BOMBE TRES AGUAS"",""HERIDOS"",""LAS MARGARITAS"",""TRAMO DE VIA"""
"8.498,""2011-03-29"",""2:20:00"",""MARTES"",""CHOQUE"",""CARRERA 50 X KIKLOMETRO 51 ZONA LOS LAGOS EL SENA"",""DAÑOS"",""EL SESENTA"",""TRAMO DE VIA"""
"8.499,""2011-04-29"",""5:50:00"",""VIERNES"",""CHOQUE"",""CARRERA 50 X CALLE 131 SUR CONSUMO"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"8.500,""2011-04-30"",""2:20:00"",""SABADO"",""CHOQUE"",""DIAGONAL 53 CON CALLE 130 SUR LA DOCENA"",""DAÑOS"",""PARQUE LA LOCERIA"",""TRAMO DE VIA"""
"8.501,""2011-04-30"",""10:30:00"",""SABADO"",""CHOQUE"",""CARRERA 48 X CALLE 133"",""DAÑOS"",""CENTRO"",""INTERSECCION"""
"8.502,""2011-05-01"",""12:40:00"",""DOMINGO"",""ATROPELLO"",""DIAGONAL 53 X CARRERA 53 LA DOCENA"",""HERIDOS"",""PARQUE LA LOCERIA"",""TRAMO DE VIA"""
"8.503,""2011-05-01"",""4:00:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X CALLE 127 SUR"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"8.504,""2011-05-02"",""7:20:00"",""LUNES"",""CHOQUE"",""CARRERA 45 X KILOMETRO 56 SECTOR EL ESTADIO"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.505,""2011-05-03"",""10:00:00"",""MARTES"",""CHOQUE"",""CARREA 45 X KILOMETRO 56  LAS VEGAS"",""DAÑOS"",""LA VARIANTE"",""LOTE O PREDIO"""
"8.506,""2011-05-03"",""10:30:00"",""MARTES"",""OTRO"",""CALLE 134 SUR X CARRERA 49"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"8.507,""2011-05-03"",""4:15:00"",""MARTES"",""ATROPELLO"",""CARRERA 50 X CALLE 125 ESTACION DE GASOLINA LAS MARG"",""HERIDOS"",""LAS MARGARITAS"",""TRAMO DE VIA"""
"8.508,""2011-05-04"",""7:35:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 50 X CALLE 138  CEMENTERIO CRISTO REY"",""HERIDOS"",""CRISTO REY"",""TRAMO DE VIA"""
"8.509,""2011-05-05"",""6:00:00"",""JUEVES"",""CHOQUE"",""CARRERA 49 X CALLE 127 LAS MARGARITAS"",""DAÑOS"",""LAS MARGARITAS"",""INTERSECCION"""
"8.510,""2011-05-05"",""5:10:00"",""JUEVES"",""OTRO"",""CARRERA 50 X KILOMETRO 52 VEREDA LA CLARA"",""HERIDOS"",""LA CLARA"",""TRAMO DE VIA"""
"8.511,""2011-05-05"",""6:50:00"",""JUEVES"",""CHOQUE"",""CARRERA 50 X CALLE 131 CONSUMO"",""HERIDOS"",""CONSUMO"",""INTERSECCION"""
"8.512,""2011-05-01"",""3:20:00"",""DOMINGO"",""CAIDA OCUPANTE"",""CARRERA 50 X KILOMETRO 92 LA QUIEBRA"",""HERIDOS"",""LA QUIEBRA"",""TRAMO DE VIA"""
"8.513,""2011-05-04"",""10:00:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 50 X CALLE 136"",""DAÑOS"",""CRISTO REY"",""TRAMO DE VIA"""
"8.514,""2011-05-06"",""11:50:00"",""VIERNES"",""CHOQUE"",""CARRERA 45 X KILOMETRO 54 ESTACION ZEUS"",""HERIDOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"8.515,""2011-05-07"",""9:00:00"",""SABADO"",""OTRO"",""CARRERA 45 X KILOMETRO 54 LA MANSA PRIMAVERA"",""HERIDOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"8.516,""2011-05-08"",""7:45:00"",""DOMINGO"",""CHOQUE"",""CARRERA 45 X KILOMETRO 58 LA VARIANYE JUANCHERITO"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.517,""2011-05-08"",""8:46:00"",""DOMINGO"",""CHOQUE"",""CALLE 128 SUR X CARRERA 48"",""DAÑOS"",""CENTRO"",""INTERSECCION"""
"8.518,""2011-05-08"",""3:30:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X CALLE 129 PARQUE"",""DAÑOS"",""CENTRO"",""INTERSECCION"""
"8.519,""2011-05-08"",""11:10:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X KILOMETRO 88 VAI MEDELLIN AMAGA"",""HERIDOS"",""SALINAS"",""TRAMO DE VIA"""
"8.520,""2011-05-08"",""10:00:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X KILOMETRO 84 VIA CALDAS AMAGA"",""DAÑOS"",""SALINAS"",""TRAMO DE VIA"""
"8.521,""2011-05-08"",""7:00:00"",""DOMINGO"",""ATROPELLO"",""CARRERA 50 X CALLE 118 LA RAYA"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.522,""2011-05-04"",""10:40:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 48 X CALLE 127 SUR HOTEL CALDAS PLAZA"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"8.523,""2011-05-07"",""12:20:00"",""SABADO"",""CHOQUE"",""CARRERA 50 X CALLE 108 LA RAYA"",""DAÑOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.524,""2011-05-07"",""3:40:00"",""SABADO"",""CHOQUE"",""CALLE 131 X CARRERA 51 CONSUMO"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"8.525,""2011-05-07"",""11:00:00"",""SABADO"",""OTRO"",""CARRERA 50 X CALLE 134 ESQUINA FLORISTERIA"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"8.526,""2011-05-03"",""6:55:00"",""MARTES"",""CHOQUE"",""CALLE 130 SUR X CARRERA 50 ESQUINA BOTICA JUNIN"",""DAÑOS"",""CENTRO"",""INTERSECCION"""
"8.667,""2011-07-23"",""2:00:00"",""SABADO"",""CHOQUE"",""CARRERA 52 X CALLE 129 SUR"",""HERIDOS"",""CENTRO"",""INTERSECCION"""
"8.527,""2011-05-10"",""12:15:00"",""MARTES"",""CHOQUE"",""CARRERA 45 X CALLE 128 SUR LA VARIANTE"",""HERIDOS"",""LA VARIANTE"",""INTERSECCION"""
"8.528,""2011-05-03"",""11:00:00"",""MARTES"",""OTRO"",""CARRERA 45 X KILOMETRO 54 LA MANSA PRIMEVERA"",""HERIDOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"8.529,""2011-05-05"",""10:00:00"",""JUEVES"",""OTRO"",""CARRERA 50 X KILOMETRO 53 LOS LAGOS"",""HERIDOS"",""EL SESENTA"",""TRAMO DE VIA"""
"8.530,""2011-05-10"",""12:30:00"",""MARTES"",""OTRO"",""CARRERA 50 X KILOMETRO 43 VIA CALDAS PINTADA"",""HERIDOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.531,""2011-05-11"",""8:00:00"",""MIERCOLES"",""OTRO"",""CARRERA 50 VIA PRINCIPAL"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"8.532,""2011-05-11"",""7:30:00"",""MIERCOLES"",""CHOQUE"",""CARRRERA 49 X CALLE 132 SUR ESQUINA CARNICERIA"",""DAÑOS"",""CENTRO"",""INTERSECCION"""
"8.533,""2011-05-10"",""10:50:00"",""MARTES"",""CHOQUE"",""CARRERA 50 X CALLE 110  LA RAYA"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.534,""2011-05-12"",""1:30:00"",""JUEVES"",""OTRO"",""CARRERA 45 X CALLE 128 SUR"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.535,""2011-05-13"",""10:30:00"",""VIERNES"",""OTRO"",""CARRERA 49 X CALLE 135"",""HERIDOS"",""HOSPITAL"",""TRAMO DE VIA"""
"8.536,""2011-05-13"",""11:00:00"",""VIERNES"",""CHOQUE"",""CARRERA 51 X CALLE 129 SUR"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"8.538,""2011-05-15"",""8:30:00"",""DOMINGO"",""ATROPELLO"",""CALLE 128 SUR X CARRERA 42 LA MIEL LA SINAGOGA"",""HERIDOS"",""LA MIEL"",""TRAMO DE VIA"""
"8.539,""2011-05-15"",""7:50:00"",""DOMINGO"",""CHOQUE"",""CALLE 134 SUR X CARRERA 45 LA VARIANTE X LA CORRALA"",""DAÑOS"",""LA CORRALITA"",""TRAMO DE VIA"""
"8.540,""2011-04-30"",""12:30:00"",""SABADO"",""CHOQUE"",""CARRERA 50 X KILOMETRO 87 VIA CALDAS AMAGA"",""HERIDOS"",""SALINAS"",""TRAMO DE VIA"""
"8.541,""2011-05-12"",""5:10:00"",""JUEVES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 88 LA MANSA PRIMEVERA"",""DAÑOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"8.542,""2011-05-16"",""5:40:00"",""LUNES"",""CHOQUE"",""CALLE 130 SUR X CARRERA 58 VIA ANGELOPOLIS"",""HERIDOS"",""EL RAIZAL"",""TRAMO DE VIA"""
"8.543,""2011-05-13"",""10:00:00"",""VIERNES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 92 LA MANSA PRIMEVERA"",""DAÑOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"8.544,""2011-05-15"",""11:30:00"",""DOMINGO"",""OTRO"",""CARRERA 50 X KILOMETRO 49 MEDELLIN PINDADA"",""DAÑOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.545,""2011-05-17"",""5:10:00"",""MARTES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 45 VIA MEDELLIN PINTADA"",""HERIDOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.546,""2011-05-18"",""8:00:00"",""MIERCOLES"",""ATROPELLO"",""CARRERA 50 X CALLE 123 SUR LA INMACULADA"",""HERIDOS"",""LA INMACULADA"",""TRAMO DE VIA"""
"8.547,""2011-05-17"",""12:55:00"",""MARTES"",""CHOQUE"",""CARRERA 45 X CALLE 134 SUR LA VARIANTE"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"8.548,""2011-05-18"",""5:45:00"",""MIERCOLES"",""CHOQUE"",""DIAGONAL 53 X CALLE 127 SUR LA DOCENA"",""DAÑOS"",""LA DOCENA"",""TRAMO DE VIA"""
"8.549,""2011-05-19"",""7:00:00"",""JUEVES"",""CHOQUE"",""calle 130 sur x carrera 58 VIA CALDAS ANGELOPOLIS"",""DAÑOS"",""EL RAIZAL"",""TRAMO DE VIA"""
"8.550,""2011-05-19"",""9:30:00"",""JUEVES"",""OTRO"",""CALLE 130 SUR X CARRERA 58 VIA CALDAS ANGELOPOLIS"",""HERIDOS"",""EL RAIZAL"",""TRAMO DE VIA"""
"8.551,""2011-05-20"",""2:20:00"",""VIERNES"",""CHOQUE"",""CARRERA 50 X CALLE 135 SUR"",""HERIDOS"",""HOSPITAL"",""INTERSECCION"""
"8.552,""2011-05-22"",""8:00:00"",""DOMINGO"",""CHOQUE"",""CARREARA 50 X CALLE 118 SUR LA RAYA"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.553,""2011-05-23"",""5:00:00"",""LUNES"",""CHOQUE"",""CARRERA 50 X CALLE 110 LA RAYA"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.554,""2011-05-20"",""5:00:00"",""VIERNES"",""ATROPELLO"",""CALLE 142 SUR X CARRERA 50 EL CAFETAL LOS CEREZOS"",""HERIDOS"",""LOS CEREZOZ"",""TRAMO DE VIA"""
"8.555,""2011-05-23"",""5:05:00"",""LUNES"",""ATROPELLO"",""CARRERA 45 X CALLE 134 ESTADIO LA VARIANTE"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.556,""2011-05-24"",""4:00:00"",""MARTES"",""CAIDA OCUPANTE"",""CARRERA 50 X CALLE 128 SUR  LA TRIGALIA"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"8.557,""2011-05-25"",""8:30:00"",""MIERCOLES"",""OTRO"",""CARRERA 50 X CALLE 122 LA RAYA"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.558,""2011-05-25"",""10:20:00"",""MIERCOLES"",""ATROPELLO"",""CARRERA 50 X CALLE 122 LA RAYA"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.559,""2011-05-25"",""8:00:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 50 X CALLE 145 LOS CEREZOS"",""HERIDOS"",""LOS CEREZOZ"",""TRAMO DE VIA"""
"8.560,""2011-05-24"",""6:45:00"",""MARTES"",""ATROPELLO"",""CALLE 128 SUR X CARRERRA 42 VEREDA LA MIEL"",""HERIDOS"",""LA MIEL"",""TRAMO DE VIA"""
"8.561,""2011-05-26"",""12:30:00"",""JUEVES"",""CHOQUE"",""CARRERA 45 X KILOMETRO 54 LA M,ANSA PRIMAVERA"",""HERIDOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"8.562,""2011-05-25"",""6:00:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 50 X CALLE 128 LA TRIGALIA"",""DAÑOS"",""LA TRIGALIA"",""INTERSECCION"""
"8.563,""2011-05-26"",""2:30:00"",""JUEVES"",""ATROPELLO"",""CALLE 135 SUR X CARRERA 48 HOSPITAL"",""HERIDOS"",""HOSPITAL"",""TRAMO DE VIA"""
"8.564,""2011-05-27"",""9:15:00"",""VIERNES"",""CHOQUE"",""CALLE 130 SUR X CARRERA 58 VIA CALDAS ANGELOPOLIS"",""HERIDOS"",""EL RAIZAL"",""TRAMO DE VIA"""
"8.565,""2011-05-22"",""6:50:00"",""DOMINGO"",""ATROPELLO"",""carrera 45 x kilometro 54 mansa primavera"",""HERIDOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"8.566,""2011-05-29"",""4:10:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X CALLE 144 SUR"",""DAÑOS"",""LOS CEREZOZ"",""TRAMO DE VIA"""
